"salinity","phase","salinity_unit","n","weight_mg","dev_weight","dev_weight_type","rate_type","rate","rate_unit","dev_rate","dev_rate_type","temperature","species","family","condition","type","dissolved_oxygen","do_unit","reference"
"34","adult","ppm","",8626.7,5054.59,"sd","standard",224,"mgO2_per_kg_per_h",NA,"",32,"chromis_ternatensis","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",10161.14,5219.75,"sd","standard",220,"mgO2_per_kg_per_h",NA,"",29,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",10161.14,5219.75,"sd","standard",260,"mgO2_per_kg_per_h",NA,"",32,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",9985.81,5375.66,"sd","standard",254,"mgO2_per_kg_per_h",NA,"",29,"dascyllus_reticulatus","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",9985.81,5375.66,"sd","standard",252,"mgO2_per_kg_per_h",NA,"",32,"dascyllus_reticulatus","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",5803.02,2935.88,"sd","standard",252,"mgO2_per_kg_per_h",NA,"",29,"neopomacentrus_azysron","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",5803.02,2935.88,"sd","standard",253,"mgO2_per_kg_per_h",NA,"",32,"neopomacentrus_azysron","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",5803.02,2935.88,"sd","standard",221,"mgO2_per_kg_per_h",NA,"",29,"neopomacentrus_bankieri","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",5803.02,2935.88,"sd","standard",266,"mgO2_per_kg_per_h",NA,"",32,"neopomacentrus_bankieri","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",5803.02,2935.88,"sd","standard",147,"mgO2_per_kg_per_h",NA,"",29,"neopomacentrus_cyanomos","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",5803.02,2935.88,"sd","standard",261,"mgO2_per_kg_per_h",NA,"",32,"neopomacentrus_cyanomos","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",7323.36,3805.76,"sd","standard",264,"mgO2_per_kg_per_h",NA,"",29,"pomacenturs_coelestis","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",7323.36,3805.76,"sd","standard",372,"mgO2_per_kg_per_h",NA,"",32,"pomacenturs_coelestis","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",7986.21,4405.49,"sd","standard",141,"mgO2_per_kg_per_h",NA,"",29,"pomacentrus_lepidogenys","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",7986.21,4405.49,"sd","standard",176,"mgO2_per_kg_per_h",NA,"",32,"pomacentrus_lepidogenys","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",7788.86,4032.03,"sd","standard",231,"mgO2_per_kg_per_h",NA,"",29,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",7788.86,4032.03,"sd","standard",247,"mgO2_per_kg_per_h",NA,"",32,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"field_seawater","adult","","",2568,159,"se","standard",543.1076,"mgO2_per_kg_per_h",NA,"",27,"acanthochromis_polyacanthus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",1417,39,"se","standard",308.035,"mgO2_per_kg_per_h",NA,"",27,"apogon_cyanosoma","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2167,264,"se","standard",233.9504,"mgO2_per_kg_per_h",NA,"",27,"apogon_doederleini","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",4136,335,"se","standard",383.6998,"mgO2_per_kg_per_h",NA,"",27,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3100,312,"se","standard",454.4371,"mgO2_per_kg_per_h",NA,"",27,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2277,401,"se","standard",405.4055,"mgO2_per_kg_per_h",NA,"",27,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2492,212,"se","standard",533.1778,"mgO2_per_kg_per_h",NA,"",29,"acanthochromis_polyacanthus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",1326,102,"se","standard",371.8409,"mgO2_per_kg_per_h",NA,"",29,"apogon_cyanosoma","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2176,232,"se","standard",303.1874,"mgO2_per_kg_per_h",NA,"",29,"apogon_doederleini","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",4561,462,"se","standard",413.7748,"mgO2_per_kg_per_h",NA,"",29,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2880,233,"se","standard",531.1871,"mgO2_per_kg_per_h",NA,"",29,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3128,307,"se","standard",409.9191,"mgO2_per_kg_per_h",NA,"",29,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2796,254,"se","standard",388.7859,"mgO2_per_kg_per_h",NA,"",29,"acanthochromis_polyacanthus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2468,195,"se","standard",208.0096,"mgO2_per_kg_per_h",NA,"",29,"apogon_cyanosoma","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",1678,81,"se","standard",249.8855,"mgO2_per_kg_per_h",NA,"",29,"apogon_doederleini","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",5165,318,"se","standard",396.9462,"mgO2_per_kg_per_h",NA,"",29,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3344,386,"se","standard",326.513,"mgO2_per_kg_per_h",NA,"",29,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2854,229,"se","standard",318.173,"mgO2_per_kg_per_h",NA,"",29,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2440,264,"se","standard",559.6966,"mgO2_per_kg_per_h",NA,"",31,"acanthochromis_polyacanthus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",1455,171,"se","standard",403.7917,"mgO2_per_kg_per_h",NA,"",31,"apogon_cyanosoma","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",1928,149,"se","standard",381.9344,"mgO2_per_kg_per_h",NA,"",31,"apogon_doederleini","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",4520,415,"se","standard",473.7587,"mgO2_per_kg_per_h",NA,"",31,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",4228,525,"se","standard",416.2872,"mgO2_per_kg_per_h",NA,"",31,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2941,305,"se","standard",458.9125,"mgO2_per_kg_per_h",NA,"",31,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2153,160,"se","standard",598.9489,"mgO2_per_kg_per_h",NA,"",31,"acanthochromis_polyacanthus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2343,189,"se","standard",324.1511,"mgO2_per_kg_per_h",NA,"",31,"apogon_cyanosoma","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2244,325,"se","standard",284.8683,"mgO2_per_kg_per_h",NA,"",31,"apogon_doederleini","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2402,337,"se","standard",539.2009,"mgO2_per_kg_per_h",NA,"",31,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3630,477,"se","standard",436.7565,"mgO2_per_kg_per_h",NA,"",31,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3565,222,"se","standard",361.6058,"mgO2_per_kg_per_h",NA,"",31,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2890,349,"se","standard",579.2649,"mgO2_per_kg_per_h",NA,"",32,"acanthochromis_polyacanthus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",1501,82,"se","standard",497.131,"mgO2_per_kg_per_h",NA,"",32,"apogon_cyanosoma","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2058,185,"se","standard",408.936,"mgO2_per_kg_per_h",NA,"",32,"apogon_doederleini","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3242,251,"se","standard",488.7984,"mgO2_per_kg_per_h",NA,"",32,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3468,219,"se","standard",498.3942,"mgO2_per_kg_per_h",NA,"",32,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3503,494,"se","standard",473.684,"mgO2_per_kg_per_h",NA,"",32,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2820,223,"se","standard",531.6013,"mgO2_per_kg_per_h",NA,"",32,"acanthochromis_polyacanthus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2439,181,"se","standard",428.8693,"mgO2_per_kg_per_h",NA,"",32,"apogon_cyanosoma","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2419,351,"se","standard",363.2615,"mgO2_per_kg_per_h",NA,"",32,"apogon_doederleini","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",5641,337,"se","standard",436.4454,"mgO2_per_kg_per_h",NA,"",32,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2906,239,"se","standard",405.3643,"mgO2_per_kg_per_h",NA,"",32,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3068,304,"se","standard",373.5908,"mgO2_per_kg_per_h",NA,"",32,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2601,314,"se","standard",579.2049,"mgO2_per_kg_per_h",NA,"",33,"acanthochromis_polyacanthus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",1722,148,"se","standard",442.5688,"mgO2_per_kg_per_h",NA,"",33,"apogon_cyanosoma","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",1864,228,"se","standard",470.1985,"mgO2_per_kg_per_h",NA,"",33,"apogon_doederleini","apogonidae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",5113,332,"se","standard",473.9167,"mgO2_per_kg_per_h",NA,"",33,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",3785,643,"se","standard",511.6512,"mgO2_per_kg_per_h",NA,"",33,"dascyllus_aruanus","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",2509,336,"se","standard",453.6888,"mgO2_per_kg_per_h",NA,"",33,"pomacentrus_moluccensis","pomacentridae","empty_guts","acclimation",NA,""," Gardiner NM, Munday PL, Nilsson GE (2010) Counter-gradient variation in respiratory performance of coral reef fishes at elevated temperatures. PLoS ONE 5:e13299."
"field_seawater","adult","","",34200,7700,"se","standard",173.6661,"mgO2_per_kg_per_h",NA,"",27.5,"cheilinus_fasciatus","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",34200,7700,"se","standard",175.8685,"mgO2_per_kg_per_h",NA,"",27.5,"cheilinus_fasciatus","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",34200,7700,"se","standard",171.3082,"mgO2_per_kg_per_h",NA,"",27.5,"cheilinus_fasciatus","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",34200,7700,"se","standard",182.5331,"mgO2_per_kg_per_h",NA,"",27.5,"cheilinus_fasciatus","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",34200,7700,"se","standard",175.717,"mgO2_per_kg_per_h",NA,"",27.5,"cheilinus_fasciatus","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",34200,7700,"se","standard",182.4348,"mgO2_per_kg_per_h",NA,"",27.5,"cheilinus_fasciatus","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",34200,7700,"se","standard",171.0994,"mgO2_per_kg_per_h",NA,"",27.5,"cheilinus_fasciatus","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",15800,1100,"se","standard",287.1537,"mgO2_per_kg_per_h",NA,"",27.5,"stethojulis_bandanensis","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",15800,1100,"se","standard",287.1537,"mgO2_per_kg_per_h",NA,"",27.5,"stethojulis_bandanensis","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",15800,1100,"se","standard",256.927,"mgO2_per_kg_per_h",NA,"",27.5,"stethojulis_bandanensis","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",15800,1100,"se","standard",272.0403,"mgO2_per_kg_per_h",NA,"",27.5,"stethojulis_bandanensis","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",15800,1100,"se","standard",241.8136,"mgO2_per_kg_per_h",NA,"",27.5,"stethojulis_bandanensis","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",15800,1100,"se","standard",287.1537,"mgO2_per_kg_per_h",NA,"",27.5,"stethojulis_bandanensis","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",15800,1100,"se","standard",226.7003,"mgO2_per_kg_per_h",NA,"",27.5,"stethojulis_bandanensis","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
"field_seawater","adult","","",15800,1100,"se","standard",272.0403,"mgO2_per_kg_per_h",NA,"",27.5,"stethojulis_bandanensis","labridae","empty_guts","none",NA,""," Fulton CJ, Johansen JL, Steffensen JF (2013) Energetic extremes in aquatic locomotion by coral reef fishes. PLoS ONE 8:e54033."
